country,country_code,continent,sub_region,year,human_development_index,corruption_perception_index,population,life_exp,gdp_per_capita
Peru,PER,Americas,Latin America and the Caribbean,2005,0.693,3.5,27610406,72.473,2754.780029
Philippines,PHL,Asia,South-eastern Asia,2005,0.646,2.5,86141373,67.783,1194.697116
Poland,POL,Europe,Eastern Europe,2005,0.803,3.4,38463514,74.99512195,8021.003655
Portugal,PRT,Europe,Southern Europe,2005,0.793,6.5,10480085,78.07073171,18784.9485
Qatar,QAT,Asia,Western Asia,2005,0.835,5.9,836924,76.754,51488.49529
Romania,ROU,Europe,Eastern Europe,2005,0.755,3,21407619,71.87889512,4676.315183
Rwanda,RWA,Africa,Sub-Saharan Africa,2005,0.404,3.1,9008230,55.43,287.0762412
Samoa,WSM,Oceania,Polynesia,2005,0.677,NA,179928,71.051,2571.286691
Sao Tome and Principe,STP,Africa,Sub-Saharan Africa,2005,0.521,NA,153146,64.641,804.1279874
Saudi Arabia,SAU,Asia,Western Asia,2005,0.767,3.4,24745230,73.112,13739.82945
Senegal,SEN,Africa,Sub-Saharan Africa,2005,0.422,3.2,11268994,60.541,979.6961188
Serbia,SRB,Europe,Southern Europe,2005,0.739,NA,9186685,72.83414634,3528.131008
Seychelles,SYC,Africa,Sub-Saharan Africa,2005,0.728,4,88747,72.13170732,11092.51074
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2005,0.348,2.4,5071271,43.624,291.6903175
Singapore,SGP,Asia,South-eastern Asia,2005,0.839,9.4,4495531,79.9902439,29869.85398
Slovenia,SVN,Europe,Southern Europe,2005,0.858,6.1,1996522,77.61219512,18169.18091
Solomon Islands,SLB,Oceania,Melanesia,2005,0.47,NA,469306,66.104,880.8748508
South Africa,ZAF,Africa,Sub-Saharan Africa,2005,0.609,4.5,48352951,52.567,5277.925459
South Sudan,SSD,Africa,Sub-Saharan Africa,2005,NA,NA,8099908,51.19,NA
Spain,ESP,Europe,Southern Europe,2005,0.844,7,43854761,80.17073171,26510.71745
Sri Lanka,LKA,Asia,Southern Asia,2005,0.718,3.2,19526406,73.896,1250.004791
Sudan,SDN,Africa,Northern Africa,2005,0.43,2.1,31990003,60.416,679.7539949
Suriname,SUR,Americas,Latin America and the Caribbean,2005,0.678,3.2,491999,68.768,3594.354364
Sweden,SWE,Europe,Northern Europe,2005,0.892,9.2,9030163,80.54634146,43085.35315
Switzerland,CHE,Europe,Western Europe,2005,0.904,9.1,7408608,81.23658537,54952.67372
Tajikistan,TJK,Asia,Central Asia,2005,0.579,2.1,6805655,67.607,337.360397
Thailand,THA,Asia,South-eastern Asia,2005,0.686,3.8,65863973,72.149,2893.651356
Timor-Leste,TLS,Asia,South-eastern Asia,2005,0.511,NA,989497,64.175,1767.0027
Togo,TGO,Africa,Sub-Saharan Africa,2005,0.436,NA,5578219,54.598,401.2789525
Tonga,TON,Oceania,Polynesia,2005,0.695,NA,100858,71.504,2594.74999
Trinidad and Tobago,TTO,Americas,Latin America and the Caribbean,2005,0.751,3.8,1296933,68.927,12323.12705
Tunisia,TUN,Africa,Northern Africa,2005,0.689,4.9,10102477,74.2,3194.562243
Turkey,TUR,Asia,Western Asia,2005,0.687,3.5,67860617,72.481,7384.259107
Turkmenistan,TKM,Asia,Central Asia,2005,NA,1.8,4747839,65.017,1704.419323
Uganda,UGA,Africa,Sub-Saharan Africa,2005,0.434,2.5,28042413,52.64,315.7880227
Ukraine,UKR,Europe,Eastern Europe,2005,0.716,2.6,46795313,67.95682927,1828.717626
United Arab Emirates,ARE,Asia,Western Asia,2005,0.823,6.2,4481976,75.422,39439.80197
Uruguay,URY,Americas,Latin America and the Caribbean,2005,0.756,5.9,3325608,75.792,5220.951116
Uzbekistan,UZB,Asia,Central Asia,2005,0.626,2.2,25922239,68.367,546.7768502
Vanuatu,VUT,Oceania,Melanesia,2005,0.572,NA,209375,69.221,1886.433359
Zambia,ZMB,Africa,Sub-Saharan Africa,2005,0.479,2.6,12043591,49.63,691.3178164
Zimbabwe,ZWE,Africa,Sub-Saharan Africa,2005,0.408,2.6,12984418,45.282,444.7605075
Afghanistan,AFG,Asia,Southern Asia,2006,0.415,NA,25183615,59.11,269.229693
Albania,ALB,Europe,Southern Europe,2006,0.703,2.6,3050741,75.418,2972.742924
Algeria,DZA,Africa,Northern Africa,2006,0.69,3.1,33749328,73.225,3464.610079
Angola,AGO,Africa,Sub-Saharan Africa,2006,0.454,2.2,18541467,53.974,2585.133522
Argentina,ARG,Americas,Latin America and the Caribbean,2006,0.788,2.9,39558750,74.941,5878.761027
Armenia,ARM,Asia,Western Asia,2006,0.707,2.9,3002161,72.715,2158.002909
Australia,AUS,Oceania,Australia and New Zealand,2006,0.918,8.7,20606228,81.04146341,36019.20305
Austria,AUT,Europe,Western Europe,2006,0.86,8.6,8269372,79.8804878,40635.28182
Azerbaijan,AZE,Asia,Western Asia,2006,0.708,2.4,8662137,69.269,2473.081819
Bahrain,BHR,Asia,Western Asia,2006,0.813,5.7,940808,75.478,19307.99549
Bangladesh,BGD,Asia,Southern Asia,2006,0.513,2,144839238,68.403,494.0501466
Barbados,BRB,Americas,Latin America and the Caribbean,2006,0.771,6.7,275040,74.324,15185.1192
Belarus,BLR,Europe,Eastern Europe,2006,0.739,2.1,9594233,69.40487805,3847.434124
Belgium,BEL,Europe,Western Europe,2006,0.871,7.3,10632032,79.3804878,38852.37293
Belize,BLZ,Americas,Latin America and the Caribbean,2006,0.7,3.5,290751,69.218,4187.290497
Benin,BEN,Africa,Sub-Saharan Africa,2006,0.438,2.5,8443717,57.817,625.830092
Bhutan,BTN,Asia,Southern Asia,2006,NA,6,666920,65.578,1335.456906
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2006,0.703,NA,3838504,75.353,3403.815297
Botswana,BWA,Africa,Sub-Saharan Africa,2006,0.63,5.6,1895671,53.695,5374.554867
Brazil,BRA,Americas,Latin America and the Caribbean,2006,0.7,3.3,190698241,72.405,5860.145829
Bulgaria,BGR,Europe,Eastern Europe,2006,0.755,4,7624611,72.61219512,4490.201777
Burkina Faso,BFA,Africa,Sub-Saharan Africa,2006,0.334,3.2,13834195,54.063,420.5825233
Burundi,BDI,Africa,Sub-Saharan Africa,2006,0.309,2.4,8218070,53.09,165.9047485
Cambodia,KHM,Asia,South-eastern Asia,2006,0.495,2.1,13525360,63.927,539.8791529
Cameroon,CMR,Africa,Sub-Saharan Africa,2006,0.456,2.3,18597109,53.494,1081.369831
Canada,CAN,Americas,Northern America,2006,0.894,8.5,32611436,80.29268293,40386.69948
Central African Republic,CAF,Africa,Sub-Saharan Africa,2006,0.33,2.4,4127112,44.967,347.6071719
Chad,TCD,Africa,Sub-Saharan Africa,2006,0.306,2,10423616,48.349,712.1847694
Chile,CHL,Americas,Latin America and the Caribbean,2006,0.797,7.3,16279728,77.934,9484.681227
China,CHN,Asia,Eastern Asia,2006,0.659,3.3,1312600877,74.291,2099.229435
Colombia,COL,Americas,Latin America and the Caribbean,2006,0.675,3.9,43835744,72.532,3677.134042
Comoros,COM,Africa,Sub-Saharan Africa,2006,0.459,NA,633814,60.407,1113.957757
Costa Rica,CRI,Americas,Latin America and the Caribbean,2006,0.734,4.1,4308790,78.234,5245.187373
Croatia,HRV,Europe,Southern Europe,2006,0.793,3.4,4368518,75.83682927,11345.74226
Cuba,CUB,Americas,Latin America and the Caribbean,2006,0.754,3.5,11275199,78.225,4669.060916
Cyprus,CYP,Asia,Western Asia,2006,0.836,5.6,1048293,78.764,27169.99256
Denmark,DNK,Europe,Northern Europe,2006,0.904,9.5,5440696,78.09512195,52026.99311
Djibouti,DJI,Africa,Sub-Saharan Africa,2006,0.416,NA,788941,58.393,965.6693779
Dominica,DMA,Americas,Latin America and the Caribbean,2006,0.711,4.5,70690,NA,5511.462824
Dominican Republic,DOM,Americas,Latin America and the Caribbean,2006,0.685,2.8,9371333,71.862,4067.332917
Ecuador,ECU,Americas,Latin America and the Caribbean,2006,0.696,2.3,13967490,74.322,3350.786541
El Salvador,SLV,Americas,Latin America and the Caribbean,2006,0.657,4,5967556,70.668,2641.780652
Equatorial Guinea,GNQ,Africa,Sub-Saharan Africa,2006,0.587,2.1,645718,54.55,12732.02759
Eritrea,ERI,Africa,Sub-Saharan Africa,2006,0.405,2.9,4304440,59.472,297.8280588
Estonia,EST,Europe,Northern Europe,2006,0.829,6.7,1349369,72.69146341,12595.41065
Ethiopia,ETH,Africa,Sub-Saharan Africa,2006,0.362,2.4,78735675,57.333,193.7949056
Fiji,FJI,Oceania,Melanesia,2006,0.698,NA,827390,68.569,3749.939813
Finland,FIN,Europe,Northern Europe,2006,0.873,9.6,5266600,79.21463415,41120.67651
France,FRA,Europe,Western Europe,2006,0.873,7.4,61609991,80.81219512,36443.62344
Gabon,GAB,Africa,Sub-Saharan Africa,2006,0.645,3,1408920,60.388,7141.549167
Georgia,GEO,Asia,Western Asia,2006,0.722,2.8,4429186,72.73,1872.679332
Germany,DEU,Europe,Western Europe,2006,0.898,8,81055904,79.13170732,36447.87232
Ghana,GHA,Africa,Sub-Saharan Africa,2006,0.519,3.3,21951891,59.167,922.9537497
Greece,GRC,Europe,Southern Europe,2006,0.855,4.4,11098212,79.43902439,24801.15781
Grenada,GRD,Americas,Latin America and the Caribbean,2006,NA,3.5,103259,71.667,6766.48686
Guatemala,GTM,Americas,Latin America and the Caribbean,2006,0.578,2.6,13490041,70.085,2256.56724
Guinea,GIN,Africa,Sub-Saharan Africa,2006,0.364,1.9,9898301,53.972,427.0657265
Guinea-Bissau,GNB,Africa,Sub-Saharan Africa,2006,0.394,NA,1494603,53.663,418.9512693
Guyana,GUY,Americas,Latin America and the Caribbean,2006,0.62,2.5,743705,65.642,1945.640034
Haiti,HTI,Americas,Latin America and the Caribbean,2006,0.458,1.8,9409479,59.61,505.4706206
Honduras,HND,Americas,Latin America and the Caribbean,2006,0.59,2.5,7007029,71.724,1437.628785
Hungary,HUN,Europe,Eastern Europe,2006,0.809,5.2,10078461,73.09756098,11447.81687
Iceland,ISL,Europe,Northern Europe,2006,0.887,9.6,300887,81.15853659,56121.32242
India,IND,Asia,Southern Asia,2006,0.546,3.3,1162088305,64.966,792.0259698
Indonesia,IDN,Asia,South-eastern Asia,2006,0.638,2.4,229263980,67.386,1586.20504
Iraq,IRQ,Asia,Western Asia,2006,0.636,1.9,27716983,68.217,2351.812429
Ireland,IRL,Europe,Northern Europe,2006,0.902,7.4,4293942,79.24146341,54306.9131
Israel,ISR,Asia,Western Asia,2006,0.872,5.9,6754836,80.55365854,21827.82317
Italy,ITA,Europe,Southern Europe,2006,0.862,4.9,58918471,81.28292683,33410.74744
Jamaica,JAM,Americas,Latin America and the Caribbean,2006,0.714,3.7,2691444,73.739,4311.85108
Japan,JPN,Asia,Eastern Asia,2006,0.877,7.6,127136576,82.32195122,35433.98896
Jordan,JOR,Asia,Western Asia,2006,0.736,5.3,5530218,72.76,2537.30049
Kazakhstan,KAZ,Asia,Central Asia,2006,0.754,2.6,15603072,66.16097561,5291.57565
Kenya,KEN,Africa,Sub-Saharan Africa,2006,0.494,2.2,36286015,57.271,697.0066385
Kiribati,KIR,Oceania,Micronesia,2006,0.574,NA,94257,64.961,1169.4774
Kuwait,KWT,Asia,Western Asia,2006,0.787,4.8,2389498,73.584,42717.55725
Latvia,LVA,Europe,Northern Europe,2006,0.814,4.7,2199105,70.86585366,9667.9757
Lebanon,LBN,Asia,Western Asia,2006,0.731,3.6,4057041,77.187,5434.252482
Lesotho,LSO,Africa,Sub-Saharan Africa,2006,0.44,3.2,1940345,47.266,915.7757486
Liberia,LBR,Africa,Sub-Saharan Africa,2006,0.383,NA,3384804,56.136,331.473252
Libya,LBY,Africa,Northern Africa,2006,0.756,2.7,5907149,71.521,9344.987518
Lithuania,LTU,Europe,Northern Europe,2006,0.812,4.8,3305529,71.05609756,9240.642548
Luxembourg,LUX,Europe,Western Europe,2006,0.877,8.6,465546,79.28780488,89739.7117
Madagascar,MDG,Africa,Sub-Saharan Africa,2006,0.483,3.1,18826129,61.65,292.1507443
Malawi,MWI,Africa,Sub-Saharan Africa,2006,0.387,2.7,13112383,51.163,297.7095969
Malaysia,MYS,Asia,South-eastern Asia,2006,0.736,5,26263048,73.577,6222.982955
Maldives,MDV,Asia,Southern Asia,2006,0.632,NA,310168,74.771,4811.667468
Mali,MLI,Africa,Sub-Saharan Africa,2006,0.363,2.8,13309942,52.839,521.6425796
Malta,MLT,Europe,Southern Europe,2006,0.808,6.4,399892,79.43902439,16671.5672
Mauritania,MRT,Africa,Sub-Saharan Africa,2006,0.475,3.1,3241762,60.952,944.1304851
Mauritius,MUS,Africa,Sub-Saharan Africa,2006,0.72,5.1,1227714,72.43219512,5695.969327
Mexico,MEX,Americas,Latin America and the Caribbean,2006,0.731,3.3,111382857,75.505,8859.715354
Mongolia,MNG,Asia,Eastern Asia,2006,0.661,2.8,2558484,65.539,1334.651896
Montenegro,MNE,Europe,Southern Europe,2006,0.762,NA,617462,73.834,4425.680913
Morocco,MAR,Africa,Northern Africa,2006,0.581,3.2,30691434,72.029,2191.478567
Mozambique,MOZ,Africa,Sub-Saharan Africa,2006,0.36,2.8,21737860,52.079,385.7567141
Myanmar,MMR,Asia,South-eastern Asia,2006,0.484,1.9,50355559,63.88,296.9007284
Namibia,NAM,Africa,Sub-Saharan Africa,2006,0.578,4.1,2053915,53.983,3811.311981
Nepal,NPL,Asia,Southern Asia,2006,0.486,2.5,25794344,66.066,348.6314534
Netherlands,NLD,Europe,Western Europe,2006,0.899,8.7,16401105,79.69756098,44453.97119
New Zealand,NZL,Oceania,Australia and New Zealand,2006,0.891,9.6,4187584,80.04878049,26671.32942
Nicaragua,NIC,Americas,Latin America and the Caribbean,2006,0.601,2.6,5450217,72.313,1240.992617
Niger,NER,Africa,Sub-Saharan Africa,2006,0.293,2.3,13995530,53.849,258.0463873
Nigeria,NGA,Africa,Sub-Saharan Africa,2006,0.477,2.2,143318011,48.802,1655.544524
Norway,NOR,Europe,Northern Europe,2006,0.934,8.8,4667105,80.34390244,74114.69715
Oman,OMN,Asia,Western Asia,2006,0.753,5.4,2553376,74.58,14408.0505
Pakistan,PAK,Asia,Southern Asia,2006,0.505,2.2,156524189,64.06,873.7702727
Panama,PAN,Americas,Latin America and the Caribbean,2006,0.743,3.1,3378600,76.114,5348.518399
Papua New Guinea,PNG,Oceania,Melanesia,2006,0.461,2.4,6236158,63.733,1283.770364
Paraguay,PRY,Americas,Latin America and the Caribbean,2006,0.649,2.6,5882797,71.485,2282.831166
Peru,PER,Americas,Latin America and the Caribbean,2006,0.696,3.3,27949958,72.764,3171.498056
Philippines,PHL,Asia,South-eastern Asia,2006,0.648,2.5,87592899,67.892,1391.772292
Poland,POL,Europe,Eastern Europe,2006,0.808,3.7,38478763,75.14390244,9038.730847
Portugal,PRT,Europe,Southern Europe,2006,0.797,6.6,10516559,78.4195122,19821.44463
Qatar,QAT,Asia,Western Asia,2006,0.83,6,988448,76.843,60256.55926
Romania,ROU,Europe,Eastern Europe,2006,0.766,3.1,21205977,72.16341463,5828.745662
Rwanda,RWA,Africa,Sub-Saharan Africa,2006,0.424,2.5,9231041,57.219,342.3990982
Samoa,WSM,Oceania,Polynesia,2006,0.682,NA,181072,71.451,2807.954274
Sao Tome and Principe,STP,Africa,Sub-Saharan Africa,2006,0.527,NA,156584,64.956,836.7952842
Saudi Arabia,SAU,Asia,Western Asia,2006,0.773,3.3,25419994,73.176,15334.66994
Senegal,SEN,Africa,Sub-Saharan Africa,2006,0.425,3.3,11578430,61.263,1025.187436
Serbia,SRB,Europe,Southern Europe,2006,0.743,3,9154760,73.38536585,4129.758741
Seychelles,SYC,Africa,Sub-Saharan Africa,2006,0.733,3.6,89896,72.21707317,12014.39987
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2006,0.357,2.2,5243214,44.566,322.313468
Singapore,SGP,Asia,South-eastern Asia,2006,0.873,9.4,4614637,80.14146341,33579.85948
Slovenia,SVN,Europe,Southern Europe,2006,0.865,6.4,2005566,78.08658537,19726.1265
Solomon Islands,SLB,Oceania,Melanesia,2006,0.482,NA,480716,66.635,948.6592511
South Africa,ZAF,Africa,Sub-Saharan Africa,2006,0.612,4.6,49027805,52.614,5502.699989
South Sudan,SSD,Africa,Sub-Saharan Africa,2006,NA,NA,8445659,51.627,NA
Spain,ESP,Europe,Southern Europe,2006,0.849,6.8,44537926,80.82195122,28482.60948
Sri Lanka,LKA,Asia,Southern Asia,2006,0.725,3.1,19672418,74.059,1437.701974
Sudan,SDN,Africa,Northern Africa,2006,0.44,2,32809056,60.854,893.8793645
Suriname,SUR,Americas,Latin America and the Caribbean,2006,0.684,3,495953,69.089,5208.123339
Sweden,SWE,Europe,Northern Europe,2006,0.895,9.2,9087251,80.74878049,46256.4716
Switzerland,CHE,Europe,Western Europe,2006,0.911,9.1,7480317,81.4902439,57579.50195
Tajikistan,TJK,Asia,Central Asia,2006,0.586,2.2,6949566,68.052,404.2894059
Thailand,THA,Asia,South-eastern Asia,2006,0.687,3.6,66174486,72.534,3368.952576
Timor-Leste,TLS,Asia,South-eastern Asia,2006,0.541,2.6,1008389,65.068,2534.66219
Togo,TGO,Africa,Sub-Saharan Africa,2006,0.443,2.4,5732175,55.048,402.4630581
Tonga,TON,Oceania,Polynesia,2006,0.698,NA,101507,71.639,2892.522663
Trinidad and Tobago,TTO,Americas,Latin America and the Caribbean,2006,0.76,3.2,1303141,69.06,14096.18668
Tunisia,TUN,Africa,Northern Africa,2006,0.695,4.6,10196441,74.352,3371.71231
Turkey,TUR,Asia,Western Asia,2006,0.697,3.8,68704721,72.866,8034.611206
Turkmenistan,TKM,Asia,Central Asia,2006,NA,2.2,4801594,65.354,2136.476099
Uganda,UGA,Africa,Sub-Saharan Africa,2006,0.442,2.7,29000925,53.681,336.4593923
Ukraine,UKR,Europe,Eastern Europe,2006,0.723,2.8,46502718,68.07756098,2303.018831
United Arab Emirates,ARE,Asia,Western Asia,2006,0.826,6.2,5171255,75.632,42372.22166
Uruguay,URY,Americas,Latin America and the Caribbean,2006,0.76,6.4,3331041,75.961,5877.876078
Uzbekistan,UZB,Asia,Central Asia,2006,0.631,2.1,26242947,68.663,654.2838373
Vanuatu,VUT,Oceania,Melanesia,2006,0.579,NA,214635,69.541,2047.097823
Zambia,ZMB,Africa,Sub-Saharan Africa,2006,0.492,2.6,12381509,50.929,1030.154199
Zimbabwe,ZWE,Africa,Sub-Saharan Africa,2006,0.414,2.4,13127942,46.344,414.796232
Afghanistan,AFG,Asia,Southern Asia,2007,0.433,1.8,25877544,59.694,366.2304432
Albania,ALB,Europe,Southern Europe,2007,0.713,2.9,3010849,75.656,3595.038057
Algeria,DZA,Africa,Northern Africa,2007,0.697,3,34261971,73.648,3935.183343
Angola,AGO,Africa,Sub-Saharan Africa,2007,0.468,2.2,19183907,55.096,3108.268643
Argentina,ARG,Americas,Latin America and the Caribbean,2007,0.792,2.9,39969903,75.105,7193.61764
Armenia,ARM,Asia,Western Asia,2007,0.721,3,2988117,72.815,3138.808703
Australia,AUS,Oceania,Australia and New Zealand,2007,0.921,8.6,20975949,81.29268293,40905.47089
Austria,AUT,Europe,Western Europe,2007,0.864,8.1,8301290,80.1804878,46855.77175
Azerbaijan,AZE,Asia,Western Asia,2007,0.719,2.1,8763359,69.774,3851.437869
Bahrain,BHR,Asia,Western Asia,2007,0.815,5,1026568,75.625,20977.11053
Bangladesh,BGD,Asia,Southern Asia,2007,0.52,2,146592687,68.861,541.0651484
Barbados,BRB,Americas,Latin America and the Caribbean,2007,0.775,6.9,276154,74.486,16919.24679
Belarus,BLR,Europe,Eastern Europe,2007,0.755,2.1,9556061,70.20731707,4735.657608
Belgium,BEL,Europe,Western Europe,2007,0.874,7.1,10704830,79.78292683,44403.7669
Belize,BLZ,Americas,Latin America and the Caribbean,2007,0.699,3,298403,69.385,4324.773045
Benin,BEN,Africa,Sub-Saharan Africa,2007,0.444,2.7,8707637,58.255,706.0535419
Bhutan,BTN,Asia,Southern Asia,2007,NA,5,681471,66.214,1741.142552
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2007,0.71,3.3,3840418,75.486,4180.913532
Botswana,BWA,Africa,Sub-Saharan Africa,2007,0.646,5.4,1930431,55.312,5714.047936
Brazil,BRA,Americas,Latin America and the Caribbean,2007,0.704,3.5,192784521,72.768,7313.557773
Bulgaria,BGR,Europe,Eastern Europe,2007,0.761,4.1,7568378,72.66341463,5885.949252
Burkina Faso,BFA,Africa,Sub-Saharan Africa,2007,0.345,2.9,14264002,54.841,475.11001220000003
Burundi,BDI,Africa,Sub-Saharan Africa,2007,0.319,2.5,8514578,53.492,170.8151515
Cambodia,KHM,Asia,South-eastern Asia,2007,0.511,2,13728700,64.695,631.675789
Cameroon,CMR,Africa,Sub-Saharan Africa,2007,0.466,2.4,19078100,54.033,1215.808213
Canada,CAN,Americas,Northern America,2007,0.897,8.7,32982275,80.54390244,44544.5268
Central African Republic,CAF,Africa,Sub-Saharan Africa,2007,0.338,2,4202104,45.552,397.0171544
Chad,TCD,Africa,Sub-Saharan Africa,2007,0.338,1.8,10779504,48.729,801.683884
Chile,CHL,Americas,Latin America and the Caribbean,2007,0.804,7,16462701,78.066,10526.87746
China,CHN,Asia,Eastern Asia,2007,0.672,3.5,1319625197,74.562,2695.365917
Colombia,COL,Americas,Latin America and the Caribbean,2007,0.683,3.8,44374647,72.749,4635.692277
Comoros,COM,Africa,Sub-Saharan Africa,2007,0.461,2.6,649404,60.734,1238.461514
Costa Rica,CRI,Americas,Latin America and the Caribbean,2007,0.74,5,4369465,78.355,6120.6234
Croatia,HRV,Europe,Southern Europe,2007,0.8,4.1,4357114,75.70560976,13546.86567
Cuba,CUB,Americas,Latin America and the Caribbean,2007,0.771,4.2,11284043,78.469,5184.494227
Cyprus,CYP,Asia,Western Asia,2007,0.844,5.3,1063040,78.911,31386.63265
Denmark,DNK,Europe,Northern Europe,2007,0.906,9.4,5466988,78.19512195,58487.04501
Djibouti,DJI,Africa,Sub-Saharan Africa,2007,0.427,2.9,799309,58.848,1047.586896
Dominica,DMA,Americas,Latin America and the Caribbean,2007,0.714,5.6,70795,NA,5939.053585
Dominican Republic,DOM,Americas,Latin America and the Caribbean,2007,0.692,3,9504336,72.078,4647.310359
Ecuador,ECU,Americas,Latin America and the Caribbean,2007,0.698,2.1,14205479,74.501,3590.718086
El Salvador,SLV,Americas,Latin America and the Caribbean,2007,0.659,4,5986414,70.98,2796.387081
Equatorial Guinea,GNQ,Africa,Sub-Saharan Africa,2007,0.592,1.9,665798,54.858,15761.83913
Eritrea,ERI,Africa,Sub-Saharan Africa,2007,0.406,2.8,4406299,60.23,317.3294336
Estonia,EST,Europe,Northern Europe,2007,0.835,6.5,1344233,72.81463415,16586.4052
Ethiopia,ETH,Africa,Sub-Saharan Africa,2007,0.378,2.4,80891968,58.466,243.3026822
Fiji,FJI,Oceania,Melanesia,2007,0.7,NA,834729,68.737,4078.82327
Finland,FIN,Europe,Northern Europe,2007,0.876,9.4,5289333,79.26341463,48288.5491
France,FRA,Europe,Western Europe,2007,0.877,7.3,61966193,81.11219512,41508.43269
Gabon,GAB,Africa,Sub-Saharan Africa,2007,0.651,3.3,1440902,60.969,8352.817101
Georgia,GEO,Asia,Western Asia,2007,0.735,3.4,4385885,72.704,2492.128778
Germany,DEU,Europe,Western Europe,2007,0.903,7.8,80854515,79.53414634,41814.8191
Ghana,GHA,Africa,Sub-Saharan Africa,2007,0.53,3.7,22528041,59.663,1090.686718
Greece,GRC,Europe,Southern Europe,2007,0.853,4.6,11131302,79.43902439,28827.32636
Grenada,GRD,Americas,Latin America and the Caribbean,2007,NA,3.4,103587,71.903,7324.190456
Guatemala,GTM,Americas,Latin America and the Caribbean,2007,0.589,2.8,13797629,70.415,2489.955836
Guinea,GIN,Africa,Sub-Saharan Africa,2007,0.371,1.9,10152521,54.775,622.1736568
Guinea-Bissau,GNB,Africa,Sub-Saharan Africa,2007,0.398,2.2,1527342,53.991,481.33501
Guyana,GUY,Americas,Latin America and the Caribbean,2007,0.618,2.6,745638,65.741,2326.851954
Haiti,HTI,Americas,Latin America and the Caribbean,2007,0.462,1.6,9556958,60.023,615.8202308
Honduras,HND,Americas,Latin America and the Caribbean,2007,0.597,2.5,7133737,71.911,1592.572182
Hungary,HUN,Europe,Eastern Europe,2007,0.812,5.3,10064138,73.15121951,13907.50338
Iceland,ISL,Europe,Northern Europe,2007,0.892,9.2,305415,81.45365854,68428.34821
India,IND,Asia,Southern Asia,2007,0.556,3.5,1179685631,65.383,1018.166373
Indonesia,IDN,Asia,South-eastern Asia,2007,0.641,2.3,232296830,67.581,1855.093915
Iraq,IRQ,Asia,Western Asia,2007,0.638,1.5,28423538,68.156,3129.224922
Ireland,IRL,Europe,Northern Europe,2007,0.908,7.5,4388612,79.64146341,61359.64508
Israel,ISR,Asia,Western Asia,2007,0.877,6.1,6920762,80.50487805,24889.16836
Italy,ITA,Europe,Southern Europe,2007,0.866,5.2,59138599,81.43414634,37698.78665
Jamaica,JAM,Americas,Latin America and the Caribbean,2007,0.718,3.3,2704606,74.038,4621.856417
Japan,JPN,Asia,Eastern Asia,2007,0.88,7.5,127250015,82.50707317,35275.22843
Jordan,JOR,Asia,Western Asia,2007,0.739,4.7,5759424,72.924,2762.806354
Kazakhstan,KAZ,Asia,Central Asia,2007,0.758,2.1,15755242,66.50487805,6771.414797
Kenya,KEN,Africa,Sub-Saharan Africa,2007,0.506,2.1,37250540,58.784,839.1081117
Kiribati,KIR,Oceania,Micronesia,2007,0.572,3.3,96310,65.054,1377.534684
Kuwait,KWT,Asia,Western Asia,2007,0.787,NA,2538591,73.67,45793.97614
Latvia,LVA,Europe,Northern Europe,2007,0.819,4.8,2171378,71.0195122,14044.01589
Lebanon,LBN,Asia,Western Asia,2007,0.74,3,4085426,77.553,6086.79541
Lesotho,LSO,Africa,Sub-Saharan Africa,2007,0.447,3.3,1955656,48.171,865.7993302
Liberia,LBR,Africa,Sub-Saharan Africa,2007,0.394,2.1,3522337,57.207,390.8416104
Libya,LBY,Africa,Northern Africa,2007,0.757,2.5,6017794,71.629,11308.56661
Lithuania,LTU,Europe,Northern Europe,2007,0.82,4.8,3264304,70.9,12297.91535
Luxembourg,LUX,Europe,Western Europe,2007,0.887,8.4,474705,79.38292683,106018.49280000001
Madagascar,MDG,Africa,Sub-Saharan Africa,2007,0.491,3.2,19371031,62.079,377.8482928
Malawi,MWI,Africa,Sub-Saharan Africa,2007,0.4,2.7,13498377,52.63,320.2764955
Malaysia,MYS,Asia,South-eastern Asia,2007,0.747,5.1,26730607,73.704,7269.17114
Maldives,MDV,Asia,Southern Asia,2007,0.641,3.3,315515,75.269,5559.506832
Mali,MLI,Africa,Sub-Saharan Africa,2007,0.36,2.7,13759226,53.553,595.6368319
Malta,MLT,Europe,Southern Europe,2007,0.813,5.8,403076,79.79268293,19375.5696
Mauritania,MRT,Africa,Sub-Saharan Africa,2007,0.475,2.6,3328285,61.199,1013.310149
Mauritius,MUS,Africa,Sub-Saharan Africa,2007,0.728,4.7,1232997,72.57073171,6574.654338
Mexico,MEX,Americas,Latin America and the Caribbean,2007,0.735,3.5,113139374,75.656,9412.827939
Mongolia,MNG,Asia,Eastern Asia,2007,0.673,3,2592776,65.987,1634.081431
Montenegro,MNE,Europe,Southern Europe,2007,0.774,3.3,618592,74.116,5976.391922
Morocco,MAR,Africa,Northern Africa,2007,0.589,3.5,31011322,72.58,2494.353552
Mozambique,MOZ,Africa,Sub-Saharan Africa,2007,0.372,2.8,22359637,52.785,422.1461573
Myanmar,MMR,Asia,South-eastern Asia,2007,0.493,1.4,50698814,64.181,410.4500001
